"REID","Record Type Desc","Parcel Status Desc","Property Class Desc","Sale Date","Sale Price","Sale Type Desc","Sale Status Desc","Sale Disqualification Reason Desc","Ownership Document Number"
116077,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",199000.00,PACKAGE,QUALIFIED,,2322638
116127,Sale,ACTIVE,RESIDENTIAL,"6/16/2022 12:00:01 AM",463000.00,PACKAGE,QUALIFIED,,2333199
116145,Sale,ACTIVE,RESIDENTIAL,"1/28/2022 12:00:01 AM",339900.00,PACKAGE,QUALIFIED,,2312417
116170,Sale,ACTIVE,RESIDENTIAL,"9/23/2022 12:00:01 AM",444500.00,PACKAGE,QUALIFIED,,2347175
116201,Sale,ACTIVE,RESIDENTIAL,"8/12/2022 12:00:01 AM",419000.00,PACKAGE,QUALIFIED,,2341172
116235,Sale,ACTIVE,RESIDENTIAL,"9/6/2022 12:00:01 AM",372000.00,PACKAGE,QUALIFIED,,2344949
116273,Sale,ACTIVE,RESIDENTIAL,"5/6/2022 12:00:01 AM",75000.00,LAND,QUALIFIED,,2327246
116293,Sale,ACTIVE,RESIDENTIAL,"4/18/2022 12:00:02 AM",115000.00,LAND,QUALIFIED,,2324110
116332,Sale,ACTIVE,COMMERCIAL,"6/3/2022 12:00:01 AM",567500.00,PACKAGE,QUALIFIED,,2331455
116362,Sale,ACTIVE,RESIDENTIAL,"8/4/2022 12:00:01 AM",400000.00,PACKAGE,QUALIFIED,,2339960
116376,Sale,ACTIVE,RESIDENTIAL,"1/13/2022 12:00:01 AM",286000.00,PACKAGE,QUALIFIED,,2309923
116398,Sale,ACTIVE,RESIDENTIAL,"9/6/2022 12:00:01 AM",525000.00,PACKAGE,QUALIFIED,,2344883
116398,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:02 AM",510000.00,PACKAGE,QUALIFIED,,2318937
116421,Sale,ACTIVE,RESIDENTIAL,"3/31/2022 12:00:01 AM",620000.00,PACKAGE,QUALIFIED,,2321560
116456,Sale,ACTIVE,RESIDENTIAL,"4/21/2022 12:00:01 AM",305000.00,PACKAGE,QUALIFIED,,2324819
116467,Sale,ACTIVE,RESIDENTIAL,"7/1/2022 12:00:01 AM",364900.00,PACKAGE,QUALIFIED,,2335257
116468,Sale,ACTIVE,RESIDENTIAL,"7/15/2022 12:00:01 AM",345206.00,PACKAGE,QUALIFIED,,2337351
116469,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",324900.00,PACKAGE,QUALIFIED,,2319233
116480,Sale,ACTIVE,RESIDENTIAL,"7/28/2022 12:00:01 AM",414925.00,PACKAGE,QUALIFIED,,2339041
116503,Sale,ACTIVE,RESIDENTIAL,"3/2/2022 12:00:01 AM",200000.00,PACKAGE,QUALIFIED,,2317124
116580,Sale,ACTIVE,RESIDENTIAL,"4/29/2022 12:00:01 AM",205000.00,PACKAGE,QUALIFIED,,2326223
116623,Sale,ACTIVE,RESIDENTIAL,"6/14/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2332882
116692,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",203500.00,PACKAGE,QUALIFIED,,2332295
116706,Sale,ACTIVE,RESIDENTIAL,"5/19/2022 12:00:01 AM",181000.00,PACKAGE,QUALIFIED,,2329135
116722,Sale,ACTIVE,RESIDENTIAL,"8/12/2022 12:00:01 AM",355000.00,PACKAGE,QUALIFIED,,2341191
117177,Sale,ACTIVE,RESIDENTIAL,"5/25/2022 12:00:01 AM",145000.00,PACKAGE,QUALIFIED,,2330051
117213,Sale,ACTIVE,RESIDENTIAL,"1/19/2022 12:00:01 AM",581200.00,PACKAGE,QUALIFIED,,2310605
117281,Sale,ACTIVE,RESIDENTIAL,"3/22/2022 12:00:01 AM",625000.00,PACKAGE,QUALIFIED,,2320159
117291,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",195000.00,PACKAGE,QUALIFIED,,2322615
117332,Sale,ACTIVE,RESIDENTIAL,"4/26/2022 12:00:01 AM",471000.00,PACKAGE,QUALIFIED,,2325473
117343,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",1340000.00,PACKAGE,QUALIFIED,,2322105
117354,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",950000.00,PACKAGE,QUALIFIED,,2320032
117368,Sale,ACTIVE,RESIDENTIAL,"5/20/2022 12:00:01 AM",473000.00,PACKAGE,QUALIFIED,,2329332
117370,Sale,ACTIVE,RESIDENTIAL,"12/20/2022 12:00:01 AM",525000.00,PACKAGE,QUALIFIED,,2357011
117403,Sale,ACTIVE,RESIDENTIAL,"7/7/2022 12:00:01 AM",62000.00,LAND,QUALIFIED,,2336167
117531,Sale,ACTIVE,RESIDENTIAL,"5/18/2022 12:00:01 AM",885000.00,PACKAGE,QUALIFIED,,2328874
117659,Sale,ACTIVE,RESIDENTIAL,"1/27/2022 12:00:01 AM",58000.00,LAND,QUALIFIED,,2312318
117735,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",499000.00,PACKAGE,QUALIFIED,,2325833
117949,Sale,ACTIVE,RESIDENTIAL,"10/26/2022 12:00:01 AM",78000.00,LAND,QUALIFIED,,2351215
117985,Sale,ACTIVE,RESIDENTIAL,"9/14/2022 12:00:01 AM",200000.00,LAND,QUALIFIED,,2345950
118038,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",220000.00,LAND,QUALIFIED,,2322486
118115,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",425000.00,PACKAGE,QUALIFIED,,2322553
118458,Sale,ACTIVE,RESIDENTIAL,"4/12/2022 12:00:01 AM",275000.00,LAND,QUALIFIED,,2323476
118517,Sale,ACTIVE,RESIDENTIAL,"6/1/2022 12:00:01 AM",549000.00,PACKAGE,QUALIFIED,,2330863
118521,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",590000.00,PACKAGE,QUALIFIED,,2330390
118705,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",255000.00,PACKAGE,QUALIFIED,,2335665
118843,Sale,ACTIVE,RESIDENTIAL,"10/31/2022 12:00:01 AM",193500.00,PACKAGE,QUALIFIED,,2351621
118985,Sale,ACTIVE,RESIDENTIAL,"4/21/2022 12:00:01 AM",65000.00,LAND,QUALIFIED,,2324770
119015,Sale,ACTIVE,RESIDENTIAL,"12/19/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2356844
119064,Sale,ACTIVE,RESIDENTIAL,"6/28/2022 12:00:01 AM",178000.00,PACKAGE,QUALIFIED,,2334658
119064,Sale,ACTIVE,RESIDENTIAL,"2/14/2022 12:00:01 AM",65000.00,PACKAGE,QUALIFIED,,2314773
119084,Sale,ACTIVE,RESIDENTIAL,"1/10/2022 12:00:01 AM",645000.00,PACKAGE,QUALIFIED,,2309279
119135,Sale,ACTIVE,RESIDENTIAL,"1/21/2022 12:00:01 AM",59950.00,LAND,QUALIFIED,,2311242
119178,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",135000.00,PACKAGE,QUALIFIED,,2333539
119401,Sale,ACTIVE,RESIDENTIAL,"3/24/2022 12:00:02 AM",459000.00,PACKAGE,QUALIFIED,,2320657
119401,Sale,ACTIVE,RESIDENTIAL,"3/24/2022 12:00:01 AM",459000.00,PACKAGE,QUALIFIED,,2320657
119445,Sale,ACTIVE,RESIDENTIAL,"7/25/2022 12:00:01 AM",615000.00,PACKAGE,QUALIFIED,,2338382
119463,Sale,ACTIVE,RESIDENTIAL,"5/4/2022 12:00:01 AM",415000.00,PACKAGE,QUALIFIED,,2326798
119496,Sale,ACTIVE,RESIDENTIAL,"7/20/2022 12:00:01 AM",1900000.00,PACKAGE,QUALIFIED,,2337795
119497,Sale,ACTIVE,RESIDENTIAL,"6/29/2022 12:00:01 AM",58000.00,LAND,QUALIFIED,,2334957
119523,Sale,ACTIVE,RESIDENTIAL,"2/15/2022 12:00:01 AM",580000.00,PACKAGE,QUALIFIED,,2315140
119739,Sale,ACTIVE,RESIDENTIAL,"1/18/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2310391
119770,Sale,ACTIVE,RESIDENTIAL,"1/12/2022 12:00:01 AM",334900.00,PACKAGE,QUALIFIED,,2309792
119833,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",435000.00,PACKAGE,QUALIFIED,,2318068
119893,Sale,ACTIVE,RESIDENTIAL,"9/26/2022 12:00:01 AM",63000.00,LAND,QUALIFIED,,2347300
120034,Sale,ACTIVE,RESIDENTIAL,"9/23/2022 12:00:01 AM",95000.00,LAND,QUALIFIED,,2347137
120049,Sale,ACTIVE,RESIDENTIAL,"5/18/2022 12:00:01 AM",364000.00,PACKAGE,QUALIFIED,,2328951
120289,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",245000.00,PACKAGE,QUALIFIED,,2325953
120295,Sale,ACTIVE,RESIDENTIAL,"7/18/2022 12:00:01 AM",472200.00,PACKAGE,QUALIFIED,,2337426
120304,Sale,ACTIVE,RESIDENTIAL,"4/29/2022 12:00:01 AM",181000.00,PACKAGE,QUALIFIED,,2326049
120305,Sale,ACTIVE,RESIDENTIAL,"5/19/2022 12:00:01 AM",99559.00,LAND,QUALIFIED,,2329088
120337,Sale,ACTIVE,RESIDENTIAL,"11/22/2022 12:00:01 AM",46000.00,LAND,QUALIFIED,,2354195
120406,Sale,ACTIVE,RESIDENTIAL,"3/24/2022 12:00:01 AM",235000.00,PACKAGE,QUALIFIED,,2320593
120413,Sale,ACTIVE,RESIDENTIAL,"1/19/2022 12:00:01 AM",588000.00,PACKAGE,QUALIFIED,,2310600
120458,Sale,ACTIVE,RESIDENTIAL,"2/16/2022 12:00:01 AM",52900.00,LAND,QUALIFIED,,2315241
120520,Sale,ACTIVE,RESIDENTIAL,"3/18/2022 12:00:01 AM",182000.00,PACKAGE,QUALIFIED,,2319703
120686,Sale,ACTIVE,RESIDENTIAL,"7/27/2022 12:00:01 AM",92500.00,LAND,QUALIFIED,,2338778
120719,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",96500.00,PACKAGE,QUALIFIED,,2335194
120808,Sale,ACTIVE,RESIDENTIAL,"9/7/2022 12:00:01 AM",55000.00,LAND,QUALIFIED,,2345071
120808,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",52000.00,LAND,QUALIFIED,,2322111
120854,Sale,ACTIVE,RESIDENTIAL,"5/9/2022 12:00:01 AM",170000.00,PACKAGE,QUALIFIED,,2327427
121079,Sale,ACTIVE,RESIDENTIAL,"7/1/2022 12:00:01 AM",415000.00,PACKAGE,QUALIFIED,,2335424
121087,Sale,ACTIVE,RESIDENTIAL,"4/13/2022 12:00:01 AM",385000.00,PACKAGE,QUALIFIED,,2323632
121111,Sale,ACTIVE,RESIDENTIAL,"1/7/2022 12:00:01 AM",630000.00,PACKAGE,QUALIFIED,,2309028
121176,Sale,ACTIVE,RESIDENTIAL,"2/28/2022 12:00:01 AM",570000.00,PACKAGE,QUALIFIED,,2316871
121233,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",465000.00,PACKAGE,QUALIFIED,,2323096
121304,Sale,ACTIVE,COMMERCIAL,"3/11/2022 12:00:01 AM",785000.00,LAND,QUALIFIED,,2318732
121332,Sale,ACTIVE,RESIDENTIAL,"8/26/2022 12:00:01 AM",185000.00,PACKAGE,QUALIFIED,,2343769
121341,Sale,ACTIVE,RESIDENTIAL,"3/17/2022 12:00:02 AM",55000.00,LAND,QUALIFIED,,2319537
121341,Sale,ACTIVE,RESIDENTIAL,"3/17/2022 12:00:01 AM",55000.00,LAND,QUALIFIED,,2319526
121345,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",199500.00,PACKAGE,QUALIFIED,,2329885
121418,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",62500.00,LAND,QUALIFIED,,2330330
121458,Sale,ACTIVE,RESIDENTIAL,"6/21/2022 12:00:01 AM",522500.00,PACKAGE,QUALIFIED,,2333841
121490,Sale,ACTIVE,RESIDENTIAL,"7/12/2022 12:00:01 AM",380000.00,PACKAGE,QUALIFIED,,2336750
121494,Sale,ACTIVE,RESIDENTIAL,"1/18/2022 12:00:01 AM",148000.00,PACKAGE,QUALIFIED,,2310292
121534,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",376000.00,PACKAGE,QUALIFIED,,2322509
121592,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",177000.00,PACKAGE,QUALIFIED,,2312800
121639,Sale,ACTIVE,RESIDENTIAL,"1/12/2022 12:00:01 AM",355000.00,PACKAGE,QUALIFIED,,2309777
121641,Sale,ACTIVE,RESIDENTIAL,"1/12/2022 12:00:01 AM",230000.00,PACKAGE,QUALIFIED,,2309821
121650,Sale,ACTIVE,RESIDENTIAL,"5/12/2022 12:00:01 AM",338000.00,PACKAGE,QUALIFIED,,2328079
121754,Sale,ACTIVE,RESIDENTIAL,"3/31/2022 12:00:01 AM",180000.00,PACKAGE,QUALIFIED,,2321513
121780,Sale,ACTIVE,RESIDENTIAL,"10/10/2022 12:00:01 AM",285000.00,PACKAGE,QUALIFIED,,2349328
121896,Sale,ACTIVE,RESIDENTIAL,"7/7/2022 12:00:01 AM",399900.00,PACKAGE,QUALIFIED,,2336192
121925,Sale,ACTIVE,RESIDENTIAL,"6/8/2022 12:00:01 AM",40000.00,LAND,QUALIFIED,,2332033
121938,Sale,ACTIVE,RESIDENTIAL,"4/13/2022 12:00:01 AM",55000.00,LAND,QUALIFIED,,2323592
121967,Sale,ACTIVE,RESIDENTIAL,"4/12/2022 12:00:01 AM",405000.00,PACKAGE,QUALIFIED,,2323496
121996,Sale,ACTIVE,COMMERCIAL,"1/14/2022 12:00:01 AM",125000.00,LAND,QUALIFIED,,2310169
122003,Sale,ACTIVE,RESIDENTIAL,"8/3/2022 10:00:00 AM",155000.00,PACKAGE,QUALIFIED,,23339890
122071,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",270000.00,PACKAGE,QUALIFIED,,2339701
122119,Sale,ACTIVE,RESIDENTIAL,"6/29/2022 12:00:01 AM",420000.00,PACKAGE,QUALIFIED,,2334984
122133,Sale,ACTIVE,RESIDENTIAL,"7/8/2022 12:00:01 AM",369500.00,PACKAGE,QUALIFIED,,2336305
122393,Sale,ACTIVE,RESIDENTIAL,"7/29/2022 12:00:01 AM",360000.00,PACKAGE,QUALIFIED,,2339278
122400,Sale,ACTIVE,RESIDENTIAL,"5/23/2022 12:00:01 AM",18000.00,LAND,QUALIFIED,,2329658
122425,Sale,ACTIVE,RESIDENTIAL,"4/18/2022 12:00:01 AM",309000.00,PACKAGE,QUALIFIED,,2323937
122476,Sale,ACTIVE,RESIDENTIAL,"6/27/2022 12:00:01 AM",315000.00,PACKAGE,QUALIFIED,,2334473
122523,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",36000.00,LAND,QUALIFIED,,2319229
122608,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",250000.00,LAND,QUALIFIED,,2335842
122654,Sale,ACTIVE,RESIDENTIAL,"6/7/2022 12:00:01 AM",375000.00,PACKAGE,QUALIFIED,,2331969
122732,Sale,ACTIVE,RESIDENTIAL,"6/23/2022 12:00:01 AM",329000.00,PACKAGE,QUALIFIED,,2334101
122740,Sale,ACTIVE,RESIDENTIAL,"7/21/2022 12:00:01 AM",325000.00,PACKAGE,QUALIFIED,,2338003
122803,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",450000.00,PACKAGE,QUALIFIED,,2339379
122807,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",15000.00,LAND,QUALIFIED,,2335669
122935,Sale,ACTIVE,RESIDENTIAL,"4/21/2022 12:00:01 AM",270500.00,PACKAGE,QUALIFIED,,2324869
122994,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",285000.00,PACKAGE,QUALIFIED,,2325836
123009,Sale,ACTIVE,RESIDENTIAL,"2/15/2022 12:00:01 AM",565000.00,PACKAGE,QUALIFIED,,2314951
123169,Sale,ACTIVE,RESIDENTIAL,"4/19/2022 12:00:01 AM",355000.00,PACKAGE,QUALIFIED,,2324365
123208,Sale,ACTIVE,RESIDENTIAL,"3/31/2022 12:00:01 AM",389900.00,PACKAGE,QUALIFIED,,2321522
123255,Sale,ACTIVE,RESIDENTIAL,"9/7/2022 12:00:01 AM",240000.00,PACKAGE,QUALIFIED,,2345059
123266,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",499000.00,PACKAGE,QUALIFIED,,2323142
123269,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2326011
123275,Sale,ACTIVE,RESIDENTIAL,"6/2/2022 12:00:01 AM",337750.00,PACKAGE,QUALIFIED,,2331142
123293,Sale,ACTIVE,RESIDENTIAL,"3/24/2022 12:00:01 AM",164900.00,PACKAGE,QUALIFIED,,2320530
123336,Sale,ACTIVE,RESIDENTIAL,"9/16/2022 12:00:01 AM",305000.00,PACKAGE,QUALIFIED,,2346196
123345,Sale,ACTIVE,RESIDENTIAL,"5/2/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2326444
123409,Sale,ACTIVE,RESIDENTIAL,"2/8/2022 12:00:01 AM",7000.00,PACKAGE,QUALIFIED,,2314040
123421,Sale,ACTIVE,RESIDENTIAL,"1/3/2022 12:00:01 AM",370000.00,PACKAGE,QUALIFIED,,2308390
123429,Sale,ACTIVE,RESIDENTIAL,"7/18/2022 12:00:01 AM",313000.00,PACKAGE,QUALIFIED,,2337466
123467,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",82500.00,PACKAGE,QUALIFIED,,2320011
123472,Sale,ACTIVE,RESIDENTIAL,"2/23/2022 12:00:01 AM",430000.00,PACKAGE,QUALIFIED,,2316273
123482,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",530000.00,PACKAGE,QUALIFIED,,2319949
123521,Sale,ACTIVE,RESIDENTIAL,"5/2/2022 12:00:01 AM",408000.00,PACKAGE,QUALIFIED,,2326384
123559,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:01 AM",399000.00,PACKAGE,QUALIFIED,,2318966
123559,Sale,ACTIVE,RESIDENTIAL,"1/19/2022 12:00:01 AM",320000.00,PACKAGE,QUALIFIED,,2310748
123561,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:02 AM",85000.00,PACKAGE,QUALIFIED,,2329873
123591,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",140000.00,PACKAGE,QUALIFIED,,2322645
123678,Sale,ACTIVE,COMMERCIAL,"1/14/2022 12:00:01 AM",125000.00,LAND,QUALIFIED,,2310169
123696,Sale,ACTIVE,RESIDENTIAL,"3/23/2022 12:00:01 AM",234000.00,PACKAGE,QUALIFIED,,2320410
123697,Sale,ACTIVE,RESIDENTIAL,"6/8/2022 12:00:01 AM",489000.00,PACKAGE,QUALIFIED,,2332107
123728,Sale,ACTIVE,RESIDENTIAL,"3/2/2022 12:00:01 AM",335000.00,PACKAGE,QUALIFIED,,2317030
123746,Sale,ACTIVE,RESIDENTIAL,"7/28/2022 12:00:01 AM",125000.00,PACKAGE,QUALIFIED,,2339049
123809,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",112500.00,PACKAGE,QUALIFIED,,2339633
123821,Sale,ACTIVE,RESIDENTIAL,"3/7/2022 12:00:01 AM",180000.00,PACKAGE,QUALIFIED,,2317849
123892,Sale,ACTIVE,RESIDENTIAL,"3/18/2022 12:00:01 AM",99000.00,LAND,QUALIFIED,,2319687
124049,Sale,ACTIVE,RESIDENTIAL,"4/14/2022 12:00:01 AM",380000.00,PACKAGE,QUALIFIED,,2323881
124069,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",479999.00,PACKAGE,QUALIFIED,,2333358
124074,Sale,ACTIVE,RESIDENTIAL,"3/7/2022 12:00:01 AM",58000.00,LAND,QUALIFIED,,2317850
124089,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",450000.00,PACKAGE,QUALIFIED,,2312757
124094,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",575000.00,PACKAGE,QUALIFIED,,2331679
124178,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",190000.00,PACKAGE,QUALIFIED,,2325926
124181,Sale,ACTIVE,RESIDENTIAL,"5/26/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2330295
124196,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",280000.00,PACKAGE,QUALIFIED,,2318046
124204,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",390000.00,PACKAGE,QUALIFIED,,2328522
124209,Sale,ACTIVE,RESIDENTIAL,"2/15/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2315072
124210,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",287500.00,PACKAGE,QUALIFIED,,2330706
124245,Sale,ACTIVE,RESIDENTIAL,"5/19/2022 12:00:01 AM",310000.00,PACKAGE,QUALIFIED,,2329141
124261,Sale,ACTIVE,RESIDENTIAL,"5/3/2022 12:00:01 AM",215000.00,PACKAGE,QUALIFIED,,2326660
124267,Sale,ACTIVE,RESIDENTIAL,"2/28/2022 12:00:01 AM",370000.00,PACKAGE,QUALIFIED,,2316959
124281,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:01 AM",327437.00,PACKAGE,QUALIFIED,,2318967
124303,Sale,ACTIVE,RESIDENTIAL,"6/1/2022 12:00:01 AM",390000.00,PACKAGE,QUALIFIED,,2331055
124378,Sale,ACTIVE,RESIDENTIAL,"3/18/2022 12:00:01 AM",280000.00,PACKAGE,QUALIFIED,,2319758
124424,Sale,ACTIVE,RESIDENTIAL,"10/24/2022 12:00:01 AM",90000.00,LAND,QUALIFIED,,2350703
124433,Sale,ACTIVE,RESIDENTIAL,"3/25/2022 12:00:01 AM",320000.00,PACKAGE,QUALIFIED,,2320806
124480,Sale,ACTIVE,RESIDENTIAL,"3/28/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2320922
124503,Sale,ACTIVE,RESIDENTIAL,"6/15/2022 12:00:01 AM",420000.00,PACKAGE,QUALIFIED,,2333135
124504,Sale,ACTIVE,RESIDENTIAL,"5/25/2022 12:00:01 AM",370000.00,PACKAGE,QUALIFIED,,2330068
124530,Sale,ACTIVE,RESIDENTIAL,"3/3/2022 12:00:01 AM",450000.00,PACKAGE,QUALIFIED,,2317369
124612,Sale,ACTIVE,RESIDENTIAL,"8/26/2022 12:00:01 AM",490000.00,PACKAGE,QUALIFIED,,2343789
124612,Sale,ACTIVE,RESIDENTIAL,"4/18/2022 12:00:01 AM",459000.00,PACKAGE,QUALIFIED,,2324216
124616,Sale,ACTIVE,RESIDENTIAL,"4/13/2022 12:00:01 AM",299000.00,PACKAGE,QUALIFIED,,2323583
124637,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",310000.00,PACKAGE,QUALIFIED,,2335236
124733,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",469900.00,PACKAGE,QUALIFIED,,2327882
124733,Sale,ACTIVE,RESIDENTIAL,"2/9/2022 12:00:01 AM",340000.00,PACKAGE,QUALIFIED,,2314149
124748,Sale,ACTIVE,RESIDENTIAL,"5/2/2022 12:00:01 AM",580000.00,PACKAGE,QUALIFIED,,2326413
124752,Sale,ACTIVE,RESIDENTIAL,"6/3/2022 12:00:01 AM",49500.00,LAND,QUALIFIED,,2331543
124770,Sale,ACTIVE,RESIDENTIAL,"6/14/2022 12:00:01 AM",299000.00,PACKAGE,QUALIFIED,,2332861
124813,Sale,ACTIVE,RESIDENTIAL,"6/3/2022 12:00:01 AM",640000.00,PACKAGE,QUALIFIED,,2331379
124815,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",699000.00,PACKAGE,QUALIFIED,,2330764
124842,Sale,ACTIVE,RESIDENTIAL,"5/25/2022 12:00:01 AM",700000.00,PACKAGE,QUALIFIED,,2329961
124865,Sale,ACTIVE,RESIDENTIAL,"6/23/2022 12:00:01 AM",700000.00,PACKAGE,QUALIFIED,,2334138
124882,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",115550.00,LAND,QUALIFIED,,2339358
124918,Sale,ACTIVE,RESIDENTIAL,"6/23/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2334196
124950,Sale,ACTIVE,RESIDENTIAL,"4/19/2022 12:00:01 AM",110000.00,LAND,QUALIFIED,,2324329
124965,Sale,ACTIVE,RESIDENTIAL,"5/3/2022 12:00:01 AM",520000.00,PACKAGE,QUALIFIED,,2326609
124969,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",105000.00,LAND,QUALIFIED,,2331643
125040,Sale,ACTIVE,RESIDENTIAL,"8/15/2022 12:00:01 AM",145000.00,PACKAGE,QUALIFIED,,2341325
125087,Sale,ACTIVE,RESIDENTIAL,"4/5/2022 12:00:01 AM",264500.00,PACKAGE,QUALIFIED,,2322301
125090,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",275000.00,PACKAGE,QUALIFIED,,2339350
125100,Sale,ACTIVE,RESIDENTIAL,"9/6/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2344840
125105,Sale,ACTIVE,RESIDENTIAL,"4/12/2022 12:00:01 AM",344000.00,PACKAGE,QUALIFIED,,2323482
125110,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",312000.00,PACKAGE,QUALIFIED,,2312782
125140,Sale,ACTIVE,RESIDENTIAL,"8/8/2022 12:00:01 AM",585000.00,PACKAGE,QUALIFIED,,2340382
125261,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",220000.00,PACKAGE,QUALIFIED,,2329862
125266,Sale,ACTIVE,RESIDENTIAL,"8/8/2022 12:00:01 AM",635000.00,PACKAGE,QUALIFIED,,2340404
125292,Sale,ACTIVE,RESIDENTIAL,"1/25/2022 12:00:01 AM",480000.00,PACKAGE,QUALIFIED,,2311795
125295,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",475000.00,PACKAGE,QUALIFIED,,2329725
125330,Sale,ACTIVE,RESIDENTIAL,"5/2/2022 12:00:01 AM",530000.00,PACKAGE,QUALIFIED,,2326456
125392,Sale,ACTIVE,RESIDENTIAL,"4/19/2022 12:00:01 AM",311200.00,PACKAGE,QUALIFIED,,2324322
125442,Sale,ACTIVE,RESIDENTIAL,"7/11/2022 12:00:01 AM",349500.00,PACKAGE,QUALIFIED,,2336529
125465,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",226600.00,PACKAGE,QUALIFIED,,2323078
125491,Sale,ACTIVE,RESIDENTIAL,"3/4/2022 12:00:01 AM",375000.00,PACKAGE,QUALIFIED,,2317529
125537,Sale,ACTIVE,RESIDENTIAL,"8/17/2022 12:00:01 AM",180000.00,PACKAGE,QUALIFIED,,2341750
125621,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",175000.00,LAND,QUALIFIED,,2327861
