Work Type,Year For,Days in Queue,Queue Status,Reviewer,REID,Parcel Status,PIN,Market Area,Market Area Description,Street Number,Street Name,City/Zip,Valuation Approach,TxnCrDate
Sales Queue,2022,97,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),7451,Active,1041-12-6849,BET01,BELLE TERRE,56,BELLE VU LOOP,"COVINGTON, 70433",Cost,2/15/2023 3:10:33 PM
Sales Queue,2022,97,INITIAL,BRITTANY BOOTH (BBOOTH),97530,Active,1260-60-4577,KIN08,KINGSPOINT,302,BROOKHAVEN CTR,"SLIDELL, 70461",Cost,2/15/2023 3:12:16 PM
Sales Queue,2022,97,PROCESSED,LAURA ROGERS (LROGERS),10904,Active,1048-09-3118,TCL01,TCHEFUNCTA CLUB ESTATES PH 2,101,HUMMINGBIRD RD,"COVINGTON, 70433",Cost,2/15/2023 3:13:05 PM
Sales Queue,2022,97,PROCESSED,LAURA ROGERS (LROGERS),34602,Active,1078-18-1687,TTE03,TAMMANY TERRACE,20050,LINDEN ST,"COVINGTON, 70435",Cost,2/15/2023 3:14:21 PM
Sales Queue,2022,97,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),57639,Active,1140-28-5188,JSN14,JEFFERSON ST (TAX DIST 14),2018,JEFFERSON ST,"MANDEVILLE, 70448",Cost,2/15/2023 3:15:47 PM
Sales Queue,2022,97,PROCESSED,LAURA ROGERS (LROGERS),34653,Active,1078-18-1792,PMP03,PENN MILL PLACE,15536,MADRIS LN,"COVINGTON, 70435",Cost,2/15/2023 3:46:26 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),92346,Active,1241-36-2895,EPO09,EAGLE POINT,115,KASEY ST,"SLIDELL, 70458",Cost,2/16/2023 8:14:52 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),136307,Active,6689-48-9186,DPE04,,67732,RING NECK DOVE DR,"COVINGTON, 70433",Cost,2/16/2023 8:17:09 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),125715,Active,1371-38-4813,CLI09,CLIPPER ESTATES,1295,CUTTER CV,"SLIDELL, 70458",Cost,2/16/2023 8:19:59 AM
Sales Queue,2022,96,PROCESSED,ALYSSA MCINTYRE (AMCINTYRE),64515,Active,1160-32-6011,PAI10,PAILET SUB,23456,5TH AV,"ABITA SPRINGS, 70420",Cost,2/16/2023 8:22:13 AM
Sales Queue,2022,96,INITIAL,LAURA ROGERS (LROGERS),22942,Active,1068-13-1050,GMB03,THE GROVES AT MILE BRANCH,188,EMILY DIAMOND WAY WAY,"COVINGTON, 70433",Cost,2/16/2023 8:24:06 AM
Sales Queue,2022,96,PROCESSED,SIDNEY FONTENOT (SFONTENOT),137201,Active,7673-81-5067,LVI09,LAKESHORE VILLAGES,5591,GRAND SPRINGS RD,"SLIDELL, 70461",Cost,2/16/2023 8:25:02 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),19926,Active,1060-08-7920,NC2800,NEW COVINGTON SQS 2800-2820,405,W 29TH AV,"COVINGTON, 70433",Cost,2/16/2023 8:26:51 AM
Sales Queue,2022,96,INITIAL,LAURA ROGERS (LROGERS),2553,Active,1038-06-1266,TAC01,TALLOW CREEK,530,MOORE BLVD,"COVINGTON, 70433",Cost,2/16/2023 8:38:08 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),138300,Active,7626-74-9163,EHE07,ERINDALE HEIGHTS,0,TUPELO DR,"LACOMBE, 70445",Cost,2/16/2023 9:21:29 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),138301,Active,7626-74-8166,EHE07,ERINDALE HEIGHTS,29195,TUPELO DR,"LACOMBE, 70445",Cost,2/16/2023 9:25:55 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),35113,Active,1078-20-2219,SFS03,SIMPSON FARMS,74404,TURF DR,"COVINGTON, 70435",Cost,2/16/2023 10:17:31 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),70188,Active,1181-41-0682,JYD18,JACK LLOYD RD,75160,JACK LLOYD RD,"ABITA SPRINGS, 70420",Cost,2/16/2023 10:18:38 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),57383,Active,1140-28-2189,GOG04,GOLDEN GLEN,221,KATHERINE PKWY,"MANDEVILLE, 70448",Cost,2/16/2023 10:20:11 AM
Sales Queue,2022,96,PROCESSED,SIDNEY FONTENOT (SFONTENOT),136394,Active,7673-71-2913,LVI09,LAKESHORE VILLAGES,3886,HUMMEL CREST RD,"SLIDELL, 70461",Cost,2/16/2023 10:21:53 AM
Sales Queue,2022,96,INITIAL,LAURA ROGERS (LROGERS),11113,Active,1048-12-0823,VBO01,VILLAGES AT BOCAGE,40303,MAISON LAFITTE BLVD,"MADISONVILLE, 70447",Cost,2/16/2023 10:22:47 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),72237,Active,1200-37-9697,SRY20,S HUCKLEBERRY LN,81498,S S HUCKLEBERRY LN,"BUSH, 70431",Cost,2/16/2023 10:24:06 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),32520,Active,1071-42-0999,VIC03,VINTAGE COURTS,109,RUE MERLOT ,"ABITA SPRINGS, 70420",Cost,2/16/2023 10:25:59 AM
Sales Queue,2022,96,PROCESSED,ALYSSA MCINTYRE (AMCINTYRE),119496,Active,1351-16-3760,ORY35,OLD MILITARY RD T.D. 35,78275,HWY 1082 HWY,"COVINGTON, 70435",Cost,2/16/2023 10:28:26 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),99087,Active,1261-23-7780,N3D26,N 3RD AVE (ALTON),62177,3RD ST,"PEARL RIVER, 70452",Cost,2/16/2023 10:33:54 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),80870,Active,1230-43-7298,FGE08,FOREST GLEN EAST,110,ANTHONY DR,"SLIDELL, 70458",Cost,2/16/2023 10:38:28 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),80870,Active,1230-43-7298,FGE08,FOREST GLEN EAST,110,ANTHONY DR,"SLIDELL, 70458",Cost,2/16/2023 10:40:24 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),80870,Active,1230-43-7298,FGE08,FOREST GLEN EAST,110,ANTHONY DR,"SLIDELL, 70458",Cost,2/16/2023 10:42:32 AM
Sales Queue,2022,96,PROCESSED,ALYSSA MCINTYRE (AMCINTYRE),66448,Active,1180-33-3220,HCC06,HILLCREST COUNTRY CLUB,0,GREEN ST,"ABITA SPRINGS, 70420",Cost,2/16/2023 10:44:02 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),97508,Active,1260-60-3937,KIN08,KINGSPOINT,223,FOXBRIAR ST,"SLIDELL, 70461",Cost,2/16/2023 10:47:43 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),97508,Active,1260-60-3937,KIN08,KINGSPOINT,223,FOXBRIAR ST,"SLIDELL, 70461",Cost,2/16/2023 10:51:13 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),113881,Active,1310-71-3279,WWO08,WILLOW WOOD SUB,107,GOLDENWOOD DR,"SLIDELL, 70461",Cost,2/16/2023 10:52:37 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),138020,Active,6687-88-4582,MOR12,MOLITOR ST (TAX DISTRICT 12),1232,MOLITOR ST,"MANDEVILLE, 70448",Cost,2/16/2023 10:53:41 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),43903,Active,1120-24-7553,SLT12,SOULT ST (TAX DISTRICT 12),1160,SOULT ST,"MANDEVILLE, 70448",Cost,2/16/2023 10:54:55 AM
Sales Queue,2022,96,INITIAL,LAURA ROGERS (LROGERS),34919,Active,1078-20-0991,ARI03,ALEXANDER RIDGE,579,TERRACE LAKE DR,"COVINGTON, 70435",Cost,2/16/2023 10:58:12 AM
Sales Queue,2022,96,INITIAL,NOBLES HOLD (NOBLES-HOLD),135803,Active,7655-05-6306,OWO09,OZONE WOODS,0,NO ADDRESS ,"SLIDELL, 70460",Cost,2/16/2023 10:59:38 AM
Sales Queue,2022,96,PROCESSED,SIDNEY FONTENOT (SFONTENOT),137169,Active,7673-81-2374,LVI09,LAKESHORE VILLAGES,5369,FULVETTA FALLS RD,"SLIDELL, 70461",Cost,2/16/2023 11:01:32 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),4469,Active,1038-16-1859,COU01,COUNTRYSIDE,412,BEEBALM CIR,"COVINGTON, 70435",Cost,2/16/2023 11:02:52 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),22324,Active,1068-06-2398,SAV03,SAVANNAHS,304,CARRIAGE PINES LN,"COVINGTON, 70435",Cost,2/16/2023 11:04:40 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),42353,Active,1120-22-7625,WOL04,WOODRIDGE ON THE LAKE,304,WOODRIDGE BLVD,"MANDEVILLE, 70471",Cost,2/16/2023 11:14:50 AM
Sales Queue,2022,96,INITIAL,LAURA ROGERS (LROGERS),13741,Active,1048-20-1227,GIO01,GUSTE ISLAND OAKS,1244,FOX SPARROW LOOP,"MADISONVILLE, 70447",Cost,2/16/2023 11:18:51 AM
Sales Queue,2022,96,INITIAL,NOBLES HOLD (NOBLES-HOLD),67465,Active,1180-34-8295,HHE06,HICKORY HEIGHTS,66281,HICKORY DR,"PEARL RIVER, 70452",Cost,2/16/2023 11:20:48 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),59682,Active,1141-10-1668,FON04,FONTAINBLEAU,601,RUE ORLEANS ,"MANDEVILLE, 70471",Cost,2/16/2023 11:22:55 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),25687,Active,1070-12-6527,THI03,TAMMANY HILLS / SOUTH ABITA,70434,K ST,"COVINGTON, 70433",Cost,2/16/2023 11:29:42 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),79233,Active,1218-16-3590,FRT21,FRANK GIBERT LN,27366,FRANK GIBERT LN,"LACOMBE, 70445",Cost,2/16/2023 11:31:38 AM
Sales Queue,2022,96,VOID,JEANINE ZENON (JZENON),105733,Active,1280-65-1613,BRE09,BRENWOOD,35634,DEVON DR,"SLIDELL, 70460",Cost,2/16/2023 11:33:53 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),105733,Active,1280-65-1613,BRE09,BRENWOOD,35634,DEVON DR,"SLIDELL, 70460",Cost,2/16/2023 11:36:51 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),77920,Active,1211-12-5788,NMI21,NORTH MILL RD,61148,N N MILL RD,"LACOMBE, 70445",Cost,2/16/2023 11:38:28 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),34316,Active,1078-16-3882,ATR03,AUDUBON TRAIL,404,TIGER AV,"COVINGTON, 70433",Cost,2/16/2023 11:40:01 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),17369,Active,1058-08-2635,KEE02,KEENELAND PLACE,0,KEENELAND PLACE PL,"FOLSOM, 70437",Cost,2/16/2023 11:42:28 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),67687,Active,1180-35-1121,WFA06,WILDWOOD FARMS,34607,GUS BALDWIN RD,"PEARL RIVER, 70452",Cost,2/16/2023 11:43:25 AM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),135306,Active,6750-63-1826,TCE03,TCHEFUNCTE CLUB ESTATES PHASE 3,13,THUNDERBIRD DR,"COVINGTON, 70433",Cost,2/16/2023 11:49:25 AM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),66509,Active,1180-33-4456,HCC06,HILLCREST COUNTRY CLUB,0,BIRDIE ST,"ABITA SPRINGS, 70420",Cost,2/16/2023 11:50:49 AM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),74579,Active,1210-39-0429,CPA07,CYPRESS PARK,60320,EMERALD DR,"LACOMBE, 70445",Cost,2/16/2023 11:52:16 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),82675,Active,1230-45-7795,BVI08,BON VILLAGE,1020,RUE CALAIS ,"SLIDELL, 70458",Cost,2/16/2023 11:53:36 AM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),116129,Active,1311-37-5512,ACA08,ABNEY COUNTRY AIR,40777,HAYES RD,"SLIDELL, 70461",Cost,2/16/2023 12:11:53 PM
Sales Queue,2022,96,INITIAL,JOANNE PULITZER (JPULITZER),86885,Active,1240-48-8585,CFIRSTS,COMMERCIAL FIRST ST,2239,1ST ST,"SLIDELL, 70458",Cost,2/16/2023 12:12:59 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),116111,Active,1311-36-8508,TUR08,TURTLE CREEK SUB,124,KILGORE CTR,"SLIDELL, 70461",Cost,2/16/2023 12:34:50 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),78252,Active,1211-32-1153,CPA07,CYPRESS PARK,60332,LAVENDER DR,"LACOMBE, 70445",Cost,2/16/2023 12:38:33 PM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),70870,Active,1188-17-1785,BUT18,BOOKOUT RD,35518,BROOKOUT RD,"PEARL RIVER, 70452",Cost,2/16/2023 12:39:59 PM
Sales Queue,2022,96,PROCESSED,ALYSSA MCINTYRE (AMCINTYRE),137902,Active,7703-75-1888,SRT16,SHUBERT LN,25164,SHUBERT LN,"COVINGTON, 70435",Cost,2/16/2023 1:08:57 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),37044,Active,1100-16-9862,LGA08,LINDBERG GLEN ANNEX,141,MORROW DR,"SLIDELL, 70461",Cost,2/16/2023 3:02:04 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),81422,Active,1230-44-3565,TVI08,TANGLEWOOD VILLAGE,412,TANGLEWOOD DR,"SLIDELL, 70458",Cost,2/16/2023 3:07:22 PM
Sales Queue,2022,96,PROCESSED,DAVID GARRETT (DGARRETT),126787,Active,1378-07-3399,PHA09,PIRATES HARBOR,0,NO ADDRESS ,"SLIDELL, 70461",Cost,2/16/2023 3:10:00 PM
Sales Queue,2022,96,PROCESSED,DAVID GARRETT (DGARRETT),121678,Active,1370-76-1575,NSB09,NORTH SHORE BEACH,175,CARR DR,"SLIDELL, 70458",Cost,2/16/2023 3:12:18 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),127501,Active,1378-13-4275,LVI09,LAKESHORE VILLAGES,117,EAST LAKE CTR,"SLIDELL, 70461",Cost,2/16/2023 3:15:06 PM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),63469,Active,1151-42-5822,DDU10,DUNDEE DUPLEXES,3032,DUNDEE LOOP S,"ABITA SPRINGS, 70420",Cost,2/16/2023 3:16:53 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),74164,Active,1210-38-5204,MLK21,MARTIN LUTHER KING JR DR,59735,MARTIN LUTHER KING JR DR,"LACOMBE, 70445",Cost,2/16/2023 3:19:21 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),11766,Active,1048-13-3138,PCO01,PALM COURTS,208,PALM CTR,"MADISONVILLE, 70448",Cost,2/16/2023 3:21:11 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),53590,Active,1121-40-8393,WOT04,WOODLANDS TERRACE,2353,COURS CARSON ST,"MANDEVILLE, 70448",Cost,2/16/2023 3:26:55 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),53094,Active,1121-40-5318,KLY12,KELLEY RD,70140,KELLEY RD,"MANDEVILLE, 70471",Cost,2/16/2023 3:28:47 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),10898,Active,1048-09-3108,VGI01,VILLAGE OF GUSTE ISLAND ESTS,144 UNIT B,WHITE HERON DR,"MADISONVILLE, 70447",Cost,2/16/2023 3:33:08 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),53956,Active,1121-40-9044,TOP04,TOLOWA PLACE,6,TOLAWA LN,"COVINGTON, 70433",Cost,2/16/2023 3:34:18 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),135515,Active,6762-40-5804,NC1500,NEW COVINGTON SQS 1500-1520,1228,W 15TH AV,"COVINGTON, 70433",Cost,2/16/2023 3:37:08 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),74099,Active,1210-32-6909,BRL07,BRIER LAKE ESTATES TAX DIST 21,30415,ERIN DR,"LACOMBE, 70445",Cost,2/16/2023 3:38:43 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),13947,Active,1048-21-1548,ARU04,ARUNDEL,6945,CASTLE OAK LN,"MADISONVILLE, 70447",Cost,2/16/2023 3:40:11 PM
Sales Queue,2022,96,PROCESSED,SIDNEY FONTENOT (SFONTENOT),135023,Active,7673-91-9631,LVI09,LAKESHORE VILLAGES,7461,1ST LAKE DR,"SLIDELL, 70461",Cost,2/16/2023 3:41:16 PM
Sales Queue,2022,96,PROCESSED,SIDNEY FONTENOT (SFONTENOT),136981,Active,7672-88-1888,LVI09,LAKESHORE VILLAGES,5524,WAKE RESERVE RD,"SLIDELL, 70461",Cost,2/16/2023 3:42:58 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),19682,Active,1060-08-4999,NC1800,NEW COVINGTON SQS 1800-1820,1127,W 19TH AV,"COVINGTON, 70433",Cost,2/16/2023 3:43:49 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),1759,Active,1031-30-3732,TIB01,TIMBER BRANCH,303,PRIMROSE LN,"COVINGTON, 70433",Cost,2/16/2023 3:46:39 PM
Sales Queue,2022,96,INITIAL,BRITTANY BOOTH (BBOOTH),126406,Active,1378-05-3443,CLA09,CYPRESS LAKES (OAK HARBOR),217,CYPRESS LAKES DR,"SLIDELL, 70461",Cost,2/16/2023 3:48:21 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),78941,Active,1218-07-4422,MAN21,MORAN RD,27640,MORAN RD,"LACOMBE, 70445",Cost,2/16/2023 3:50:40 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),51929,Active,1121-40-0388,BRO04,BROOKSTONE,110,BROOKSTONE DR,"COVINGTON, 70433",Cost,2/16/2023 3:57:55 PM
Sales Queue,2022,96,PROCESSED,BRITTANY BOOTH (BBOOTH),62592,Active,1150-31-2215,KEL15,KELLER ST,71471,KELLER ST,"ABITA SPRINGS, 70420",Cost,2/16/2023 3:59:11 PM
Sales Queue,2022,96,PROCESSED,LAURA ROGERS (LROGERS),20125,Active,1060-09-0255,BAE03,BASCLE ESTATES,306,W ST MARY DR,"COVINGTON, 70433",Cost,2/16/2023 4:11:13 PM
Sales Queue,2022,96,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),52423,Active,1121-40-1329,TCHCD,TCHEFUNCTE HARBOUR,127,HWY 22 E UNIT W-20 HWY,"MADISONVILLE, 70447",Cost,2/16/2023 4:12:59 PM
Sales Queue,2022,95,PROCESSED,BRAD NOBLES (BNOBLES),138302,Active,6755-59-0034,BFP02,BOGUE FALAYA PLANTATION,0,LADY LN,"FOLSOM, 70437",Cost,2/17/2023 7:50:03 AM
Sales Queue,2022,95,PROCESSED,BRAD NOBLES (BNOBLES),138303,Active,6755-49-9222,BFP02,BOGUE FALAYA PLANTATION,79159,LADY LN,"FOLSOM, 70437",Cost,2/17/2023 7:57:35 AM
Sales Queue,2022,95,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),49073,Active,1121-15-1622,TIB04,TIMBERS,824,DESTIN ST,"MANDEVILLE, 70448",Cost,2/17/2023 8:42:39 AM
Sales Queue,2022,95,PROCESSED,BRITTANY BOOTH (BBOOTH),72625,Active,1201-00-6525,GHE05,GRANDE HILLS ESTATES,0,NO ADDRESS ,"BUSH, 70431",Cost,2/17/2023 8:53:49 AM
Sales Queue,2022,95,PROCESSED,SIDNEY FONTENOT (SFONTENOT),137180,Active,7673-80-2785,LVI09,LAKESHORE VILLAGES,5325,FULVETTA FALLS RD,"SLIDELL, 70461",Cost,2/17/2023 8:54:39 AM
Sales Queue,2022,95,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),51571,Active,1121-32-9057,ROE04,RIVER OAKS ESTATES,0,NO ADDRESS ,"COVINGTON, 70433",Cost,2/17/2023 8:59:16 AM
Sales Queue,2022,95,INITIAL,JOANNE PULITZER (JPULITZER),14571,Active,1050-04-2749,CHY2505,COMMERCIAL HWY 25  TD 5 (ONLY),78341,HWY 25 HWY,"FOLSOM, 70437",Cost,2/17/2023 9:01:01 AM
Sales Queue,2022,95,PROCESSED,LAURA ROGERS (LROGERS),22607,Active,1068-10-1721,TVC03,THE VILLAGE IN COVINGTON,324,MENETRE DR,"COVINGTON, 70433",Cost,2/17/2023 9:02:12 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),100962,Active,1268-19-1270,APA08,ASHTON PARC,199,ASHTON PARC ,"SLIDELL, 70458",Cost,2/17/2023 9:03:28 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),100962,Active,1268-19-1270,APA08,ASHTON PARC,199,ASHTON PARC ,"SLIDELL, 70458",Cost,2/17/2023 9:05:53 AM
Sales Queue,2022,95,PROCESSED,LAURA ROGERS (LROGERS),35112,Active,1078-20-2218,SFS03,SIMPSON FARMS,74384,TURF DR,"COVINGTON, 70435",Cost,2/17/2023 9:07:21 AM
Sales Queue,2022,95,INITIAL,LAURA ROGERS (LROGERS),10411,Active,1048-06-4561,GIP01,GUSTE ISLAND PINES,408,BROWN THRASHER LOOP S,"MADISONVILLE, 70447",Cost,2/17/2023 9:39:45 AM
Sales Queue,2022,95,PROCESSED,SIDNEY FONTENOT (SFONTENOT),135011,Active,7673-91-3674,LVI09,LAKESHORE VILLAGES,7504,1ST LAKE DR,"SLIDELL, 70461",Cost,2/17/2023 9:44:12 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),98256,Active,1261-00-9753,KIN08,KINGSPOINT,2000,CHURCHILL ST,"SLIDELL, 70461",Cost,2/17/2023 9:49:06 AM
Sales Queue,2022,95,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),44942,Active,1120-26-0452,BRT04,BRIARWOOD TERRACE,103,MARQUEZ CTR,"MANDEVILLE, 70448",Cost,2/17/2023 9:51:08 AM
Sales Queue,2022,95,PROCESSED,SIDNEY FONTENOT (SFONTENOT),137203,Active,7673-80-5966,LVI09,LAKESHORE VILLAGES,5583,GRAND SPRINGS RD,"SLIDELL, 70461",Cost,2/17/2023 10:03:27 AM
Sales Queue,2022,95,PROCESSED,SIDNEY FONTENOT (SFONTENOT),136417,Active,7673-61-3740,LVI09,LAKESHORE VILLAGES,5637,OAKWORTH ST,"SLIDELL, 70461",Cost,2/17/2023 10:05:13 AM
Sales Queue,2022,95,PROCESSED,SIDNEY FONTENOT (SFONTENOT),137178,Active,7673-80-2886,LVI09,LAKESHORE VILLAGES,5333,FULVETTA FALLS RD,"SLIDELL, 70461",Cost,2/17/2023 10:06:19 AM
Sales Queue,2022,95,INITIAL,NOBLES HOLD (NOBLES-HOLD),125252,Active,1371-23-9988,LAD09,LITTLE ADDITION,3294,RAMA ST,"SLIDELL, 70458",Cost,2/17/2023 10:07:01 AM
Sales Queue,2022,95,PROCESSED,BRITTANY BOOTH (BBOOTH),129638,Active,1381-19-9854,ROB03,ROBINDALE,72357,HOMESTEAD ST,"COVINGTON, 70435",Cost,2/17/2023 10:10:57 AM
Sales Queue,2022,95,INITIAL,NOBLES HOLD (NOBLES-HOLD),120376,Active,1351-42-0948,OKL35,O K LANE,81349,O K LN,"COVINGTON, 70435",Cost,2/17/2023 10:13:21 AM
Sales Queue,2022,95,INITIAL,LAURA ROGERS (LROGERS),22857,Active,1068-12-1787,SAV03,SAVANNAHS,125,MEADOW SPRING PL,"COVINGTON, 70435",Cost,2/17/2023 10:15:17 AM
Sales Queue,2022,95,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),43411,Active,1120-24-1296,WOL04,WOODRIDGE ON THE LAKE,512,RED OAK DR,"MANDEVILLE, 70471",Cost,2/17/2023 10:17:09 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),98301,Active,1261-03-1430,OGR08,OAK GROVE ESTATES,25,OAK GROVE WAY,"SLIDELL, 70458",Cost,2/17/2023 10:17:49 AM
Sales Queue,2022,95,PROCESSED,LAURA ROGERS (LROGERS),10271,Active,1048-06-4415,AUC01,AUTUMN CREEK,408,GOLDEN LEAF CTR,"MADISONVILLE, 70447",Cost,2/17/2023 10:19:27 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),113992,Active,1310-71-4534,RKS08,RIVER OAKS SUB,202,PROVOSTY DR,"SLIDELL, 70461",Cost,2/17/2023 10:20:16 AM
Sales Queue,2022,95,PROCESSED,BRITTANY BOOTH (BBOOTH),119445,Active,1351-13-6852,MER02,MERRYWOOD ESTATES,602,NORMANDY DR,"FOLSOM, 70437",Cost,2/17/2023 10:23:29 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),83384,Active,1230-46-5763,FES08,FOUNTAINBLEAU ESTATES,1570,QUEENS DR,"SLIDELL, 70458",Cost,2/17/2023 10:25:31 AM
Sales Queue,2022,95,PROCESSED,LAURA ROGERS (LROGERS),3891,Active,1038-13-2510,MDLGH,MAISON DU LAC GARDEN HOMES,725,S CORNICHE DU LAC ,"COVINGTON, 70433",Cost,2/17/2023 10:28:17 AM
Sales Queue,2022,95,PROCESSED,LAURA ROGERS (LROGERS),24559,Active,1070-11-1678,THI03,TAMMANY HILLS / SOUTH ABITA,70312,8TH ST,"COVINGTON, 70433",Cost,2/17/2023 10:36:19 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),81919,Active,1230-44-9202,HEE08,HERITAGE ESTATES,908,PATRIOT DR,"SLIDELL, 70458",Cost,2/17/2023 10:38:07 AM
Sales Queue,2022,95,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),45324,Active,1120-26-5373,GRT04,GRANDE TERRE,106,FRENCHMEN DR,"MANDEVILLE, 70448",Cost,2/17/2023 10:40:17 AM
Sales Queue,2022,95,INITIAL,BRITTANY BOOTH (BBOOTH),125297,Active,1371-24-3276,MPO09,MASTERS POINT,421,E E HONORS POINT CTR,"SLIDELL, 70458",Cost,2/17/2023 10:41:57 AM
Sales Queue,2022,95,PROCESSED,BRITTANY BOOTH (BBOOTH),63684,Active,1158-21-1562,LBT10,LONG BRANCH TRACE SUBDIVISION,23515,LONG BRANCH DR,"ABITA SPRINGS, 70420",Cost,2/17/2023 10:43:01 AM
